transaction_id,timestamp,customer_id,employee_id,total_amount,payment_method
10747,2025-03-22 19:06:24,134,9,89000,Debit Card
10748,2025-03-22 17:44:37,130,1,84000,Credit Card
10749,2025-03-22 04:20:54,39,4,60000,QRIS
10750,2025-03-22 20:08:30,216,1,28000,E-Wallet
10751,2025-03-22 23:49:46,181,8,17000,Credit Card
10752,2025-03-22 00:10:14,98,10,15000,Credit Card
10753,2025-03-22 19:04:08,378,7,25000,QRIS
10754,2025-03-22 14:33:57,331,6,133000,Debit Card
10755,2025-03-22 16:35:05,90,7,27000,Cash
10756,2025-03-22 21:49:08,306,9,48000,Cash
10757,2025-03-22 18:25:13,362,14,55000,QRIS
10758,2025-03-22 11:22:12,222,7,32000,Credit Card
10759,2025-03-22 18:19:49,80,12,55000,Cash
10760,2025-03-22 19:18:47,68,14,108000,Cash
10761,2025-03-22 18:03:47,90,14,123000,Debit Card
10762,2025-03-22 17:20:17,20,10,73000,QRIS
10763,2025-03-22 17:19:19,146,9,76000,E-Wallet
10764,2025-03-22 17:27:14,343,14,27000,Credit Card
10765,2025-03-22 17:54:53,42,15,53000,QRIS
10766,2025-03-22 14:08:22,167,9,63000,E-Wallet
10767,2025-03-22 18:45:03,231,14,57000,Debit Card
10768,2025-03-22 18:29:31,460,14,98000,E-Wallet
10769,2025-03-22 18:18:55,417,15,75000,QRIS
10770,2025-03-22 22:49:49,213,7,80000,QRIS
10771,2025-03-22 18:27:24,465,10,130000,Debit Card
10772,2025-03-22 17:13:33,121,15,122000,Cash
10773,2025-03-22 18:59:55,333,10,64000,E-Wallet
10774,2025-03-22 03:58:05,452,7,69000,Cash
10775,2025-03-22 16:01:40,177,15,127000,Debit Card
10776,2025-03-22 20:09:19,474,14,90000,E-Wallet
10777,2025-03-22 12:05:07,156,8,103000,Credit Card
10778,2025-03-22 20:21:31,165,10,50000,Cash
10779,2025-03-22 19:53:33,154,15,103000,QRIS
10780,2025-03-22 03:13:32,260,10,61000,Debit Card
10781,2025-03-22 21:24:22,204,14,64000,Cash
10782,2025-03-22 18:59:47,116,10,104000,Cash
10783,2025-03-22 17:55:02,169,14,73000,E-Wallet
10784,2025-03-22 17:30:15,140,13,68000,Debit Card
10785,2025-03-22 18:33:50,414,14,41000,QRIS
10786,2025-03-22 17:37:01,326,7,82000,Credit Card
10787,2025-03-22 16:39:45,452,15,101000,E-Wallet
10788,2025-03-22 19:06:51,330,1,141000,Credit Card
10789,2025-03-22 17:56:03,343,15,28000,Credit Card
10790,2025-03-22 20:37:25,251,9,78000,Credit Card
10791,2025-03-22 18:40:31,145,9,86000,QRIS
10792,2025-03-22 10:34:43,390,7,38000,Cash
10793,2025-03-22 20:18:38,98,14,38000,E-Wallet
10794,2025-03-22 19:32:01,433,15,25000,Debit Card
10795,2025-03-22 20:38:39,328,10,60000,E-Wallet
10796,2025-03-22 20:56:49,194,14,94000,Cash
10797,2025-03-22 17:30:44,446,14,33000,Credit Card
10798,2025-03-22 12:46:54,46,1,66000,QRIS
10799,2025-03-22 18:43:37,125,7,45000,Cash
10800,2025-03-22 18:09:16,288,7,54000,Credit Card
10801,2025-03-22 09:54:16,33,9,100000,Cash
10802,2025-03-22 16:56:44,101,14,104000,Debit Card
10803,2025-03-22 17:53:07,11,7,73000,Debit Card
10804,2025-03-22 17:58:44,107,9,38000,Credit Card
10805,2025-03-22 19:40:13,436,14,128000,QRIS
10806,2025-03-22 17:24:28,278,15,138000,Credit Card
10807,2025-03-22 01:28:42,402,6,62000,Credit Card
10808,2025-03-22 18:32:27,195,9,113000,E-Wallet
10809,2025-03-22 16:17:15,497,10,110000,E-Wallet
10810,2025-03-22 17:26:06,40,14,38000,Cash
10811,2025-03-22 20:55:33,336,15,120000,Debit Card
10812,2025-03-22 23:04:40,458,7,21000,QRIS
10813,2025-03-22 20:02:00,199,10,97000,Debit Card
10814,2025-03-22 16:40:40,379,15,21000,Debit Card
10815,2025-03-22 18:23:13,263,10,68000,E-Wallet
10816,2025-03-22 17:29:05,30,15,75000,Credit Card
10817,2025-03-22 14:04:35,289,15,47000,E-Wallet
10818,2025-03-22 19:08:54,292,1,113000,Debit Card
10819,2025-03-22 18:05:21,93,10,103000,Credit Card
10820,2025-03-22 22:33:46,306,14,63000,Debit Card
10821,2025-03-22 17:14:04,96,9,17000,Credit Card
10822,2025-03-22 19:21:01,153,13,62000,E-Wallet
10823,2025-03-22 17:36:22,485,7,50000,QRIS
10824,2025-03-22 17:56:39,182,10,21000,Cash
10825,2025-03-22 17:07:11,440,9,96000,QRIS
10826,2025-03-22 19:12:49,364,9,97000,QRIS
10827,2025-03-22 18:21:25,20,7,110000,E-Wallet
10828,2025-03-22 21:58:24,497,7,17000,Credit Card
10829,2025-03-22 18:12:13,359,10,63000,Cash
10830,2025-03-22 17:49:29,87,15,94000,E-Wallet
10831,2025-03-22 18:51:09,425,10,91000,QRIS
10832,2025-03-22 17:11:29,458,14,92000,Debit Card
10833,2025-03-22 20:08:55,313,7,21000,E-Wallet
10834,2025-03-22 18:10:11,370,14,63000,Cash
10835,2025-03-22 19:10:03,186,4,46000,E-Wallet
10836,2025-03-22 16:49:21,198,10,81000,Debit Card
10837,2025-03-22 15:49:36,122,10,26000,E-Wallet
10838,2025-03-22 21:13:34,153,15,111000,E-Wallet
10839,2025-03-22 18:06:41,419,15,50000,E-Wallet
10840,2025-03-22 16:43:27,255,15,108000,E-Wallet
10841,2025-03-22 21:41:41,309,14,56000,Credit Card
10842,2025-03-22 01:18:42,458,5,116000,Credit Card
10843,2025-03-22 18:38:42,323,10,102000,Cash
10844,2025-03-22 18:28:46,71,10,28000,QRIS
10845,2025-03-22 21:41:50,317,14,131000,Cash
10846,2025-03-22 20:41:09,82,10,113000,QRIS
10847,2025-03-22 17:29:56,221,6,74000,Cash
10848,2025-03-22 17:16:44,345,14,25000,QRIS
10849,2025-03-22 01:13:08,209,6,38000,Cash
10850,2025-03-22 19:40:00,190,10,38000,Cash
10851,2025-03-22 19:22:39,199,10,17000,Debit Card
10852,2025-03-22 20:57:49,64,12,57000,Credit Card
10853,2025-03-23 17:36:20,450,14,63000,Credit Card
10854,2025-03-23 16:49:54,109,8,120000,QRIS
10855,2025-03-23 19:06:08,250,14,21000,Debit Card
10856,2025-03-23 20:29:55,42,10,79000,Cash
10857,2025-03-23 23:55:07,114,15,82000,Credit Card
10858,2025-03-23 17:49:36,199,2,106000,Credit Card
10859,2025-03-23 16:21:43,63,9,26000,Debit Card
10860,2025-03-23 18:01:34,193,14,64000,Credit Card
10861,2025-03-23 19:03:07,376,2,76000,QRIS
10862,2025-03-23 19:37:18,418,9,98000,Cash
10863,2025-03-23 18:17:26,149,7,25000,QRIS
10864,2025-03-23 10:42:19,124,5,67000,Cash
10865,2025-03-23 16:20:04,124,9,24000,E-Wallet
10866,2025-03-23 20:12:10,250,14,90000,Debit Card
10867,2025-03-23 17:34:34,485,15,118000,Credit Card
10868,2025-03-23 18:38:14,344,10,93000,Cash
10869,2025-03-23 17:50:29,120,7,102000,QRIS
10870,2025-03-23 19:22:42,27,9,93000,Credit Card
10871,2025-03-23 16:43:33,374,15,56000,QRIS
10872,2025-03-23 17:33:49,496,14,31000,Debit Card
10873,2025-03-23 03:40:40,9,2,90000,QRIS
10874,2025-03-23 20:55:08,347,10,53000,Credit Card
10875,2025-03-23 22:14:03,304,14,99000,Cash
10876,2025-03-23 16:35:25,487,8,45000,Cash
10877,2025-03-23 23:21:00,77,10,127000,Credit Card
10878,2025-03-23 18:53:52,119,9,110000,Credit Card
10879,2025-03-23 20:45:31,436,10,146000,Credit Card
10880,2025-03-23 17:17:48,4,10,19000,E-Wallet
10881,2025-03-23 18:00:44,4,9,45000,E-Wallet
10882,2025-03-23 00:01:56,56,6,131000,E-Wallet
10883,2025-03-23 17:07:11,98,7,33000,Debit Card
10884,2025-03-23 18:23:04,418,7,112000,Cash
10885,2025-03-23 16:24:57,235,10,91000,QRIS
10886,2025-03-23 00:00:04,133,5,123000,Cash
10887,2025-03-23 22:32:36,451,14,74000,Credit Card
10888,2025-03-23 17:44:59,289,10,30000,E-Wallet
10889,2025-03-23 11:18:25,241,12,49000,Cash
10890,2025-03-23 20:28:34,274,14,133000,QRIS
10891,2025-03-23 18:48:12,198,15,74000,Credit Card
10892,2025-03-23 03:51:34,288,14,94000,E-Wallet
10893,2025-03-23 22:08:14,302,14,58000,Cash
10894,2025-03-23 18:32:52,381,9,28000,Debit Card
10895,2025-03-23 16:59:59,468,14,77000,Cash
10896,2025-03-23 17:45:30,210,14,103000,QRIS
10897,2025-03-23 15:24:32,80,2,142000,E-Wallet
10898,2025-03-23 19:43:36,41,9,58000,Debit Card
10899,2025-03-23 22:56:05,64,15,103000,QRIS
10900,2025-03-23 21:53:05,249,7,99000,Debit Card
10901,2025-03-23 21:15:35,344,15,87000,Cash
10902,2025-03-23 16:15:10,491,14,105000,Credit Card
10903,2025-03-23 18:25:22,373,9,78000,E-Wallet
10904,2025-03-23 18:54:34,234,10,35000,Debit Card
10905,2025-03-23 19:25:36,220,14,38000,QRIS
10906,2025-03-23 18:39:06,367,10,36000,Cash
10907,2025-03-23 21:45:54,172,10,70000,E-Wallet
10908,2025-03-23 18:51:47,54,9,45000,Cash
10909,2025-03-23 21:33:16,428,9,28000,Debit Card
10910,2025-03-23 21:05:12,112,10,108000,Cash
10911,2025-03-23 17:43:01,197,14,44000,QRIS
10912,2025-03-23 22:30:47,381,15,45000,Debit Card
10913,2025-03-23 22:07:28,37,7,116000,Credit Card
10914,2025-03-23 20:00:57,400,10,45000,E-Wallet
10915,2025-03-23 09:37:27,189,14,68000,Cash
10916,2025-03-23 16:47:20,492,7,128000,Credit Card
10917,2025-03-23 18:43:24,67,15,104000,E-Wallet
10918,2025-03-23 17:55:16,32,7,22000,Debit Card
10919,2025-03-23 19:25:50,111,7,61000,Cash
10920,2025-03-23 19:29:09,274,9,88000,Debit Card
10921,2025-03-23 18:42:00,131,15,26000,Credit Card
10922,2025-03-23 22:42:51,224,10,66000,QRIS
10923,2025-03-23 04:20:35,221,14,75000,QRIS
10924,2025-03-23 19:26:09,258,14,25000,QRIS
10925,2025-03-23 12:34:37,189,5,105000,Credit Card
10926,2025-03-23 17:45:43,157,9,127000,Debit Card
10927,2025-03-23 18:59:49,24,15,58000,Credit Card
10928,2025-03-23 17:13:32,139,9,84000,Debit Card
10929,2025-03-23 19:23:09,16,14,93000,Debit Card
10930,2025-03-23 19:45:01,8,9,101000,E-Wallet
10931,2025-03-23 16:29:59,129,10,84000,Credit Card
10932,2025-03-23 18:35:48,442,7,56000,Credit Card
10933,2025-03-23 18:35:34,134,7,127000,E-Wallet
10934,2025-03-23 19:54:54,484,5,27000,E-Wallet
10935,2025-03-23 18:33:31,150,7,35000,Cash
10936,2025-03-23 17:05:50,35,15,70000,E-Wallet
10937,2025-03-23 18:46:34,232,15,77000,QRIS
10938,2025-03-23 18:56:35,406,14,30000,Cash
10939,2025-03-23 16:24:18,189,15,66000,Credit Card
10940,2025-03-23 16:37:10,161,9,90000,Debit Card
10941,2025-03-23 17:32:49,86,14,73000,QRIS
10942,2025-03-23 16:10:29,106,15,79000,Debit Card
10943,2025-03-23 18:46:10,157,7,100000,E-Wallet
10944,2025-03-23 17:35:40,256,6,98000,Debit Card
10945,2025-03-23 17:13:46,417,10,89000,Credit Card
10946,2025-03-23 19:29:24,251,7,92000,Cash
10947,2025-03-23 09:15:44,140,10,28000,QRIS
10948,2025-03-23 04:16:49,316,8,138000,E-Wallet
10949,2025-03-23 17:08:19,205,15,105000,Credit Card
10950,2025-03-23 17:49:22,195,10,96000,Debit Card
10951,2025-03-23 19:03:33,205,10,66000,Credit Card
10952,2025-03-23 17:17:57,234,9,109000,E-Wallet
10953,2025-03-23 16:11:12,379,14,97000,Credit Card
10954,2025-03-23 17:04:21,402,10,76000,Debit Card
10955,2025-03-23 02:12:52,372,14,60000,Debit Card
10956,2025-03-23 17:03:13,496,12,54000,Cash
10957,2025-03-23 19:27:23,211,9,66000,Cash
10958,2025-03-23 19:18:54,339,15,85000,Cash
10959,2025-03-23 18:28:45,497,7,74000,Cash
10960,2025-03-23 17:58:15,395,10,113000,E-Wallet
10961,2025-03-23 19:39:00,162,14,136000,Cash
10962,2025-03-23 16:02:38,50,10,129000,Debit Card
10963,2025-03-23 23:52:23,89,15,125000,Credit Card
10964,2025-03-23 20:21:37,258,7,88000,QRIS
10965,2025-03-23 19:06:51,319,5,91000,Cash
10966,2025-03-23 17:47:22,142,9,40000,Cash
10967,2025-03-23 07:21:57,185,14,113000,E-Wallet
10968,2025-03-23 21:57:29,240,14,45000,Credit Card
10969,2025-03-23 20:27:32,488,10,43000,Debit Card
10970,2025-03-23 17:30:47,436,14,95000,Credit Card
10971,2025-03-23 17:47:40,480,15,58000,E-Wallet
10972,2025-03-23 18:53:43,121,10,131000,E-Wallet
10973,2025-03-23 11:19:59,215,10,52000,Cash
10974,2025-03-23 19:08:30,153,8,34000,Cash
10975,2025-03-23 21:40:06,428,2,67000,QRIS
10976,2025-03-23 21:02:23,486,10,61000,Credit Card
10977,2025-03-23 17:31:48,109,10,85000,Cash
10978,2025-03-23 05:02:27,458,10,59000,QRIS
10979,2025-03-23 17:30:50,214,7,15000,Debit Card
10980,2025-03-23 19:55:57,240,9,25000,E-Wallet
10981,2025-03-23 16:12:35,268,10,89000,Cash
10982,2025-03-23 19:48:42,374,9,111000,Credit Card
10983,2025-03-23 19:37:56,357,10,110000,Credit Card
10984,2025-03-23 16:40:43,94,14,145000,Debit Card
10985,2025-03-23 16:56:32,381,10,54000,Cash
10986,2025-03-23 03:15:09,460,2,97000,Cash
10987,2025-03-23 02:51:09,65,14,83000,Cash
10988,2025-03-23 20:48:33,15,7,88000,QRIS
10989,2025-03-23 18:44:14,168,10,123000,Credit Card
10990,2025-03-23 23:41:41,377,15,144000,E-Wallet
10991,2025-03-23 18:10:27,132,7,19000,Credit Card
10992,2025-03-23 21:32:19,58,14,44000,Cash
10993,2025-03-23 22:33:40,376,14,89000,Debit Card
10994,2025-03-23 22:40:14,389,9,74000,E-Wallet
10995,2025-03-23 21:05:19,253,14,92000,E-Wallet
10996,2025-03-23 17:55:49,455,7,65000,E-Wallet
10997,2025-03-23 23:55:02,266,15,64000,E-Wallet
10998,2025-03-23 20:31:51,74,12,111000,Cash
10999,2025-03-23 23:54:47,436,9,90000,Cash
11000,2025-03-23 21:32:51,311,14,38000,E-Wallet
11001,2025-03-23 18:28:11,20,7,71000,Debit Card
11002,2025-03-23 17:40:33,9,15,32000,QRIS
11003,2025-03-23 16:50:58,412,9,46000,Cash
11004,2025-03-23 03:43:10,358,14,15000,E-Wallet
11005,2025-03-23 16:03:54,264,9,64000,Debit Card
11006,2025-03-23 17:08:25,219,14,98000,Debit Card
11007,2025-03-23 20:15:34,364,14,106000,QRIS
11008,2025-03-23 13:43:18,146,12,59000,E-Wallet
11009,2025-03-23 17:49:10,248,9,87000,Cash
11010,2025-03-23 07:04:11,186,14,32000,Cash
11011,2025-03-23 02:07:38,498,14,50000,QRIS
11012,2025-03-23 22:17:51,479,7,83000,Cash
11013,2025-03-23 02:41:22,356,10,25000,QRIS
11014,2025-03-23 19:48:01,326,15,64000,Credit Card
11015,2025-03-23 18:19:57,398,9,50000,Credit Card
11016,2025-03-23 19:56:33,410,9,89000,E-Wallet
11017,2025-03-23 20:24:27,213,14,110000,E-Wallet
11018,2025-03-23 19:52:18,289,10,86000,Cash
11019,2025-03-23 08:26:37,105,8,96000,Debit Card
11020,2025-03-23 18:09:01,366,15,30000,E-Wallet
11021,2025-03-23 18:29:56,249,14,94000,Credit Card
11022,2025-03-24 16:21:20,447,14,107000,E-Wallet
11023,2025-03-24 20:26:14,172,10,130000,E-Wallet
11024,2025-03-24 17:29:46,292,2,17000,E-Wallet
11025,2025-03-24 18:44:34,139,15,21000,QRIS
11026,2025-03-24 20:26:26,346,7,77000,E-Wallet
11027,2025-03-24 16:21:04,249,9,59000,Cash
11028,2025-03-24 17:44:44,414,9,78000,Debit Card
11029,2025-03-24 17:07:27,51,15,26000,Debit Card
11030,2025-03-24 19:55:25,18,7,90000,E-Wallet
11031,2025-03-24 19:08:57,239,15,25000,QRIS
11032,2025-03-24 21:59:47,288,10,69000,Credit Card
11033,2025-03-24 03:43:46,117,2,33000,Credit Card
11034,2025-03-24 18:19:05,458,15,79000,Cash
11035,2025-03-24 19:51:58,432,2,131000,Cash
11036,2025-03-24 17:18:31,293,15,37000,Cash
11037,2025-03-24 19:24:51,489,15,31000,E-Wallet
11038,2025-03-24 15:09:48,124,5,22000,Debit Card
11039,2025-03-24 17:16:54,463,15,114000,E-Wallet
11040,2025-03-24 18:30:34,207,12,101000,E-Wallet
11041,2025-03-24 23:56:50,268,10,108000,Debit Card
11042,2025-03-24 18:39:24,381,14,90000,Debit Card
11043,2025-03-24 19:30:49,39,14,27000,E-Wallet
11044,2025-03-24 18:16:14,243,14,55000,Cash
11045,2025-03-24 00:32:45,54,12,91000,QRIS
11046,2025-03-24 17:01:46,83,14,68000,Credit Card
11047,2025-03-24 17:53:08,145,14,68000,Credit Card
11048,2025-03-24 21:41:55,365,7,107000,QRIS
11049,2025-03-24 17:33:34,11,14,71000,Credit Card
11050,2025-03-24 08:26:08,176,2,94000,Credit Card
11051,2025-03-24 18:55:03,497,7,98000,QRIS
11052,2025-03-24 17:41:42,365,15,78000,QRIS
11053,2025-03-24 17:00:03,243,7,25000,Cash
11054,2025-03-24 21:29:43,414,9,45000,E-Wallet
11055,2025-03-24 17:21:21,410,7,45000,QRIS
11056,2025-03-24 18:12:25,437,9,71000,Credit Card
11057,2025-03-24 23:58:05,265,9,107000,Debit Card
11058,2025-03-24 19:06:50,351,15,45000,QRIS
11059,2025-03-24 16:16:41,352,7,98000,Credit Card
11060,2025-03-24 20:08:53,273,5,26000,Cash
11061,2025-03-24 19:09:39,101,7,40000,QRIS
11062,2025-03-24 16:27:15,413,9,47000,QRIS
11063,2025-03-24 17:49:32,475,14,91000,Credit Card
11064,2025-03-24 16:38:00,205,7,92000,E-Wallet
11065,2025-03-24 18:18:26,448,3,26000,E-Wallet
11066,2025-03-24 18:36:28,343,7,98000,QRIS
11067,2025-03-24 17:35:17,465,15,147000,Debit Card
11068,2025-03-24 17:58:10,48,7,99000,Credit Card
11069,2025-03-24 22:22:44,436,10,106000,QRIS
11070,2025-03-24 20:04:42,116,10,126000,Debit Card
11071,2025-03-24 23:06:14,406,10,90000,QRIS
11072,2025-03-24 18:02:05,74,14,86000,Credit Card
11073,2025-03-24 17:05:01,397,15,39000,Cash
11074,2025-03-24 20:26:31,185,12,25000,E-Wallet
11075,2025-03-24 22:40:22,211,10,76000,QRIS
11076,2025-03-24 20:02:12,280,7,107000,E-Wallet
11077,2025-03-24 19:11:02,189,14,132000,Cash
11078,2025-03-24 19:39:31,29,14,95000,E-Wallet
11079,2025-03-24 19:55:48,396,6,15000,Debit Card
11080,2025-03-24 19:08:42,92,10,50000,QRIS
11081,2025-03-24 20:49:14,234,3,109000,E-Wallet
11082,2025-03-24 17:09:01,371,6,102000,Debit Card
11083,2025-03-24 17:51:31,134,2,66000,QRIS
11084,2025-03-24 17:53:22,357,5,66000,Debit Card
11085,2025-03-24 19:16:35,76,15,21000,QRIS
11086,2025-03-24 20:44:50,151,5,35000,Cash
11087,2025-03-24 16:16:22,383,9,67000,Cash
11088,2025-03-24 17:56:07,154,2,56000,QRIS
11089,2025-03-24 16:54:55,232,15,78000,Debit Card
11090,2025-03-24 16:01:10,477,14,45000,Cash
11091,2025-03-24 12:13:46,382,3,85000,Debit Card
11092,2025-03-24 18:20:53,173,10,65000,QRIS
11093,2025-03-24 18:35:59,251,10,156000,E-Wallet
11094,2025-03-24 18:43:16,462,10,61000,Cash
11095,2025-03-24 17:47:37,82,7,60000,QRIS
11096,2025-03-24 09:56:02,70,9,54000,Debit Card
11097,2025-03-24 17:07:35,298,7,38000,E-Wallet
11098,2025-03-24 10:56:37,462,9,71000,Debit Card
11099,2025-03-24 17:18:10,38,9,107000,Credit Card
11100,2025-03-24 16:38:07,74,9,17000,Cash
11101,2025-03-24 17:20:06,252,9,99000,Debit Card
11102,2025-03-24 17:38:02,458,15,17000,Debit Card
11103,2025-03-24 20:47:41,5,6,87000,Debit Card
11104,2025-03-24 20:30:44,29,14,22000,Credit Card
11105,2025-03-24 17:43:52,15,7,71000,Cash
11106,2025-03-24 16:45:47,8,10,33000,Credit Card
11107,2025-03-24 10:03:29,56,2,72000,Credit Card
11108,2025-03-24 18:49:35,278,5,28000,E-Wallet
11109,2025-03-24 18:43:22,240,15,118000,E-Wallet
11110,2025-03-24 18:06:49,137,7,63000,Debit Card
11111,2025-03-24 21:55:56,106,15,59000,Credit Card
11112,2025-03-24 22:33:15,80,15,108000,Credit Card
11113,2025-03-24 17:45:55,107,14,111000,Credit Card
11114,2025-03-24 19:46:10,129,10,74000,E-Wallet
11115,2025-03-24 16:40:28,484,14,30000,Debit Card
11116,2025-03-24 17:56:17,147,15,33000,Debit Card
11117,2025-03-24 17:11:42,164,15,70000,Credit Card
11118,2025-03-24 17:13:15,199,9,97000,Debit Card
11119,2025-03-24 17:42:54,107,14,96000,Debit Card
11120,2025-03-24 21:41:57,274,10,72000,QRIS
11121,2025-03-24 17:03:53,391,7,137000,E-Wallet
11122,2025-03-24 18:07:03,138,15,57000,E-Wallet
11123,2025-03-24 17:35:19,65,9,138000,Credit Card
11124,2025-03-24 19:36:13,207,3,130000,Credit Card
11125,2025-03-24 21:48:16,406,7,33000,QRIS
11126,2025-03-24 16:51:28,128,5,73000,QRIS
11127,2025-03-24 17:09:12,63,15,52000,Credit Card
11128,2025-03-24 17:19:06,210,7,45000,E-Wallet
11129,2025-03-24 16:02:29,394,15,84000,Debit Card
11130,2025-03-24 17:17:45,252,6,54000,Debit Card
11131,2025-03-24 17:24:57,301,10,17000,QRIS
11132,2025-03-24 15:50:02,411,5,33000,Cash
11133,2025-03-24 18:18:12,284,14,52000,Credit Card
11134,2025-03-24 19:08:46,384,14,34000,Debit Card
11135,2025-03-24 16:18:28,268,7,47000,Credit Card
11136,2025-03-24 18:55:21,274,10,28000,Debit Card
11137,2025-03-24 19:27:49,115,10,25000,E-Wallet
11138,2025-03-24 19:48:00,390,7,49000,Credit Card
11139,2025-03-24 19:33:16,338,10,59000,QRIS
11140,2025-03-24 17:37:17,156,6,82000,QRIS
11141,2025-03-24 22:40:32,448,9,87000,Debit Card
11142,2025-03-24 17:18:40,488,10,87000,QRIS
11143,2025-03-24 18:20:17,476,3,109000,E-Wallet
11144,2025-03-24 18:03:06,200,10,95000,E-Wallet
11145,2025-03-24 20:32:13,13,7,82000,Debit Card
11146,2025-03-24 18:45:05,328,6,109000,Credit Card
11147,2025-03-24 19:05:33,132,9,123000,Credit Card
11148,2025-03-24 19:37:52,27,10,65000,Credit Card
11149,2025-03-24 18:46:34,247,12,86000,E-Wallet
11150,2025-03-24 18:22:52,320,2,19000,QRIS
11151,2025-03-24 17:04:48,428,9,84000,Debit Card
11152,2025-03-24 21:21:54,237,3,34000,Credit Card
11153,2025-03-24 17:13:59,10,7,71000,Debit Card
11154,2025-03-24 17:47:22,45,12,64000,Cash
11155,2025-03-24 17:20:59,64,15,112000,E-Wallet
11156,2025-03-24 20:49:16,259,10,17000,Credit Card
11157,2025-03-24 19:27:56,475,5,48000,Debit Card
11158,2025-03-24 16:59:29,295,6,87000,QRIS
11159,2025-03-24 17:33:09,292,14,50000,E-Wallet
11160,2025-03-24 19:45:53,105,14,120000,QRIS
11161,2025-03-24 16:08:33,483,3,63000,Debit Card
11162,2025-03-24 19:18:29,194,10,50000,QRIS
11163,2025-03-24 19:50:07,317,14,26000,Credit Card
11164,2025-03-24 21:29:35,295,7,51000,QRIS
11165,2025-03-24 19:25:48,402,7,137000,QRIS
11166,2025-03-24 23:16:18,178,3,96000,Credit Card
11167,2025-03-24 19:50:45,280,7,78000,Debit Card
11168,2025-03-24 23:33:39,338,15,46000,QRIS
11169,2025-03-24 19:16:54,12,10,28000,QRIS
11170,2025-03-24 09:19:24,47,2,115000,Cash
11171,2025-03-24 17:30:46,169,5,134000,Debit Card
11172,2025-03-25 22:30:09,408,10,32000,E-Wallet
11173,2025-03-25 17:24:22,75,10,88000,Cash
11174,2025-03-25 19:45:34,302,14,102000,Cash
11175,2025-03-25 18:57:52,360,15,62000,QRIS
11176,2025-03-25 16:03:33,355,7,39000,QRIS
11177,2025-03-25 14:13:01,135,15,132000,Credit Card
11178,2025-03-25 23:39:34,216,1,100000,Credit Card
11179,2025-03-25 02:15:33,73,2,39000,QRIS
11180,2025-03-25 18:01:03,133,14,115000,Credit Card
11181,2025-03-25 19:06:41,455,10,54000,QRIS
11182,2025-03-25 17:07:47,258,7,49000,Debit Card
11183,2025-03-25 19:33:36,380,9,60000,E-Wallet
11184,2025-03-25 16:46:10,126,13,107000,Credit Card
11185,2025-03-25 17:36:55,61,14,100000,QRIS
11186,2025-03-25 15:45:22,293,9,134000,Cash
11187,2025-03-25 21:21:50,89,15,45000,E-Wallet
11188,2025-03-25 17:19:55,433,10,45000,Cash
11189,2025-03-25 21:00:09,437,13,105000,E-Wallet
11190,2025-03-25 21:52:14,420,14,26000,QRIS
11191,2025-03-25 18:26:16,127,15,17000,E-Wallet
11192,2025-03-25 08:18:01,162,15,67000,Debit Card
11193,2025-03-25 18:11:24,463,13,99000,QRIS
11194,2025-03-25 18:16:50,132,2,28000,E-Wallet
11195,2025-03-25 20:28:10,382,7,83000,QRIS
11196,2025-03-25 21:50:47,177,14,26000,Credit Card
11197,2025-03-25 19:41:40,184,9,64000,E-Wallet
11198,2025-03-25 22:42:29,397,15,26000,Cash
11199,2025-03-25 18:30:49,363,1,28000,E-Wallet
11200,2025-03-25 20:38:03,369,15,100000,Credit Card
11201,2025-03-25 23:02:28,2,9,127000,Credit Card
11202,2025-03-25 18:13:35,314,14,127000,QRIS
11203,2025-03-25 17:09:53,211,14,45000,Cash
11204,2025-03-25 20:53:15,244,7,118000,Cash
11205,2025-03-25 22:56:10,84,14,67000,Cash
11206,2025-03-25 16:24:51,356,9,101000,QRIS
11207,2025-03-25 19:16:42,13,10,98000,QRIS
11208,2025-03-25 16:22:02,192,15,94000,Cash
11209,2025-03-25 17:34:28,296,15,50000,E-Wallet
11210,2025-03-25 20:49:59,492,3,93000,E-Wallet
11211,2025-03-25 16:48:11,487,7,47000,Credit Card
11212,2025-03-25 20:15:52,128,10,52000,QRIS
11213,2025-03-25 20:32:28,18,14,25000,Debit Card
11214,2025-03-25 18:39:31,19,15,96000,QRIS
11215,2025-03-25 17:50:14,239,9,104000,QRIS
11216,2025-03-25 18:20:19,6,3,45000,QRIS
11217,2025-03-25 17:08:36,318,14,130000,QRIS
11218,2025-03-25 17:46:13,23,10,109000,Cash
11219,2025-03-25 20:28:26,106,10,34000,QRIS
11220,2025-03-25 17:32:57,252,15,90000,E-Wallet
11221,2025-03-25 17:42:19,282,14,104000,QRIS
11222,2025-03-25 13:33:46,366,13,73000,E-Wallet
11223,2025-03-25 16:03:22,424,7,137000,QRIS
11224,2025-03-25 19:48:51,492,7,85000,Debit Card
11225,2025-03-25 20:43:06,255,15,21000,QRIS
11226,2025-03-25 13:37:12,57,13,96000,Cash
11227,2025-03-25 20:01:07,471,15,42000,Cash
11228,2025-03-25 18:48:34,122,15,43000,Debit Card
11229,2025-03-25 17:52:30,484,10,22000,QRIS
11230,2025-03-25 19:16:58,296,9,112000,Credit Card
11231,2025-03-25 19:06:30,188,9,89000,E-Wallet
11232,2025-03-25 22:04:56,47,15,110000,Debit Card
11233,2025-03-25 21:51:56,319,14,25000,Credit Card
11234,2025-03-25 21:29:36,66,9,28000,QRIS
